"point_time","value","frequency","market","ba","datatype","version"
"2020-08-05T11:55:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:50:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:45:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:40:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:35:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:30:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:25:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:20:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:15:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:10:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:05:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T11:00:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:55:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:50:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:45:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:40:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:35:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:30:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:25:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:20:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:15:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:10:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:05:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T10:00:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:55:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:50:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:45:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:40:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:35:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:30:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:25:00.000Z","818.200078373474","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:20:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:15:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:10:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:05:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T09:00:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:55:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:50:00.000Z","819.940409091699","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:45:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:40:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:35:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:30:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:25:00.000Z","820.53882445871","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:20:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:15:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:10:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:05:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T08:00:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:55:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:50:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:45:00.000Z","824.801601299584","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:40:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:35:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:30:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:25:00.000Z","834.623499821491","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:20:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:15:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:10:00.000Z","834.623499821491","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:05:00.000Z","832.314630156342","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T07:00:00.000Z","847.024462920773","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T06:55:00.000Z","847.024462920773","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T06:50:00.000Z","847.024462920773","300","RTM","CAISO_ZP26","MOER","2.1.1"
