"point_time","value","frequency","market","ba","datatype","version"
"2020-08-05T21:00:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:55:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:50:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:45:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:40:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:35:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:30:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:25:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:20:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:15:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:10:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T20:05:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:55:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:50:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:45:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:40:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:35:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:30:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:25:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:20:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:15:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:10:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:05:00.000Z","865.977867473876","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T19:00:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:55:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:50:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:45:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:40:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:35:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:30:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:25:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:20:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:15:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:10:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:05:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T18:00:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","MOER","2.1.1"
"2020-08-05T17:55:00.000Z","850.743407929422","300","RTM","CAISO_ZP26","",""
